0.0000000000000000e+00 1.0000000e+00 0.0000000e+00
5.0000000000000003e-02 1.0000000e+00 -4.2073549e-02
1.0000000000000001e-01 9.9789632e-01 -8.4001785e-02
1.5000000000000002e-01 9.9369623e-01 -1.2564006e-01
2.0000000000000001e-01 9.8741423e-01 -1.6684507e-01
2.5000000000000000e-01 9.7907198e-01 -2.0747558e-01
2.9999999999999999e-01 9.6869820e-01 -2.4739317e-01
3.4999999999999998e-01 9.5632854e-01 -2.8646304e-01
3.9999999999999997e-01 9.4200539e-01 -3.2455487e-01
4.4999999999999996e-01 9.2577764e-01 -3.6154379e-01
4.9999999999999994e-01 9.0770045e-01 -3.9731128e-01
5.4999999999999993e-01 8.8783489e-01 -4.3174628e-01
5.9999999999999998e-01 8.6624758e-01 -4.6474615e-01
6.5000000000000002e-01 8.4301027e-01 -4.9621779e-01
7.0000000000000007e-01 8.1819938e-01 -5.2607864e-01
7.5000000000000011e-01 7.9189545e-01 -5.5425769e-01
8.0000000000000016e-01 7.6418256e-01 -5.8069638e-01
8.5000000000000020e-01 7.3514774e-01 -6.0534944e-01
9.0000000000000024e-01 7.0488027e-01 -6.2818554e-01
9.5000000000000029e-01 6.7347099e-01 -6.4918783e-01
1.0000000000000002e+00 6.4101160e-01 -6.6835429e-01
1.0500000000000003e+00 6.0759389e-01 -6.8569786e-01
1.1000000000000003e+00 5.7330900e-01 -7.0124643e-01
1.1500000000000004e+00 5.3824667e-01 -7.1504254e-01
1.2000000000000004e+00 5.0249455e-01 -7.2714294e-01
1.2500000000000004e+00 4.6613740e-01 -7.3761796e-01
1.3000000000000005e+00 4.2925650e-01 -7.4655067e-01
1.3500000000000005e+00 3.9192897e-01 -7.5403597e-01
1.4000000000000006e+00 3.5422717e-01 -7.6017943e-01
1.4500000000000006e+00 3.1621820e-01 -7.6509622e-01
1.5000000000000007e+00 2.7796339e-01 -7.6890984e-01
1.5500000000000007e+00 2.3951790e-01 -7.7175094e-01
1.6000000000000008e+00 2.0093035e-01 -7.7375603e-01
1.6500000000000008e+00 1.6224255e-01 -7.7506640e-01
1.7000000000000008e+00 1.2348923e-01 -7.7582694e-01
1.7500000000000009e+00 8.4697881e-02 -7.7618520e-01
1.8000000000000009e+00 4.5888621e-02 -7.7629045e-01
1.8500000000000010e+00 7.0740987e-03 -7.7629295e-01
1.9000000000000010e+00 -3.1740549e-02 -7.7634332e-01
1.9500000000000011e+00 -7.0557715e-02 -7.7659203e-01
2.0000000000000009e+00 -1.0938732e-01 -7.7718912e-01
2.0500000000000007e+00 -1.4824677e-01 -7.7828395e-01
2.1000000000000005e+00 -1.8716097e-01 -7.8002520e-01
2.1500000000000004e+00 -2.2616223e-01 -7.8256093e-01
2.2000000000000002e+00 -2.6529028e-01 -7.8603874e-01
2.2500000000000000e+00 -3.0459221e-01 -7.9060616e-01
2.2999999999999998e+00 -3.4412252e-01 -7.9641101e-01
2.3499999999999996e+00 -3.8394307e-01 -8.0360187e-01
2.3999999999999995e+00 -4.2412316e-01 -8.1232866e-01
2.4499999999999993e+00 -4.6473960e-01 -8.2274325e-01
2.4999999999999991e+00 -5.0587676e-01 -8.3500000e-01
2.5499999999999989e+00 -5.4762676e-01 -8.4925643e-01
2.5999999999999988e+00 -5.9008958e-01 -8.6567377e-01
2.6499999999999986e+00 -6.3337327e-01 -8.8441741e-01
2.6999999999999984e+00 -6.7759414e-01 -9.0565729e-01
2.7499999999999982e+00 -7.2287701e-01 -9.2956807e-01
2.7999999999999980e+00 -7.6935541e-01 -9.5632904e-01
2.8499999999999979e+00 -8.1717186e-01 -9.8612367e-01
2.8999999999999977e+00 -8.6647804e-01 -1.0191388e+00
2.9499999999999975e+00 -9.1743498e-01 -1.0555630e+00
2.9999999999999973e+00 -9.7021314e-01 -1.0955846e+00
3.0499999999999972e+00 -1.0249924e+00 -1.1393882e+00
3.0999999999999970e+00 -1.0819618e+00 -1.1871504e+00
3.1499999999999968e+00 -1.1413193e+00 -1.2390338e+00
3.1999999999999966e+00 -1.2032710e+00 -1.2951796e+00
3.2499999999999964e+00 -1.2680300e+00 -1.3556973e+00
3.2999999999999963e+00 -1.3358148e+00 -1.4206525e+00
3.3499999999999961e+00 -1.4068475e+00 -1.4900516e+00
3.3999999999999959e+00 -1.4813500e+00 -1.5638230e+00
3.4499999999999957e+00 -1.5595412e+00 -1.6417952e+00
3.4999999999999956e+00 -1.6416309e+00 -1.7236709e+00
3.5499999999999954e+00 -1.7278145e+00 -1.8089988e+00
3.5999999999999952e+00 -1.8182644e+00 -1.8971424e+00
3.6499999999999950e+00 -1.9131216e+00 -1.9872482e+00
3.6999999999999948e+00 -2.0124840e+00 -2.0782157e+00
3.7499999999999947e+00 -2.1163947e+00 -2.1686722e+00
3.7999999999999945e+00 -2.2248284e+00 -2.2569575e+00
3.8499999999999943e+00 -2.3376762e+00 -2.3411231e+00
3.8999999999999941e+00 -2.4547324e+00 -2.4189519e+00
3.9499999999999940e+00 -2.5756800e+00 -2.4880042e+00
3.9999999999999938e+00 -2.7000802e+00 -2.5456924e+00
